epoch,train_loss,train_acc,val_loss,val_acc,tainted,effective_batch_size,original_batch_size,test_acc,test_loss
1,1.9130246686664492,28.54888888888889,2.128655695915222,33.58,False,128,128,,
2,1.4348176765170964,46.84444444444444,1.5946262001991272,45.98,False,128,128,,
3,1.1303956786339933,59.02444444444444,1.2644992113113402,55.5,False,128,128,,
4,0.9346659081903372,66.60888888888888,1.0520423889160155,62.38,False,128,128,,
5,0.7971951189366254,71.86888888888889,0.8293005645275116,72.48,False,128,128,,
6,0.7006158821962096,75.49333333333334,0.8660572052001954,70.0,False,128,128,,
7,0.6294089129025285,78.17111111111112,0.9443045496940612,70.16,False,128,128,,
8,0.580120308494026,79.98222222222222,0.7624492287635803,73.8,False,128,128,,
9,0.5289165138859641,81.6511111111111,0.6917517781257629,76.06,False,128,128,,
10,0.4933886528015136,83.14888888888889,0.6242380321025849,77.84,False,128,128,,
11,0.4560246843505989,84.22444444444444,0.6981602132320404,77.48,False,128,128,,
12,0.423757477748123,85.3,0.6234850227832794,79.94,False,128,128,,
13,0.4000016563487323,86.27555555555556,0.4836519509553909,83.68,False,128,128,,
14,0.3744009887291626,87.14888888888889,0.7315762996673584,79.26,False,128,128,,
15,0.356644699180668,87.70444444444445,0.5066215515136718,83.6,False,128,128,,
16,0.3409837463193319,88.14444444444445,0.7048112154006958,78.58,False,128,128,,
17,0.3195730347863652,88.84,0.4625309228897095,84.08,False,128,128,,
18,0.3051451857794415,89.68888888888888,0.4992200791835784,85.2,False,128,128,,
19,0.2860818863423033,90.2088888888889,0.4707058370113373,84.94,False,128,128,,
20,0.2723898268728094,90.63777777777776,0.637887591123581,80.8,False,128,128,,
21,0.26250341035087,91.00888888888888,0.6511541306972504,81.52,False,128,128,,
22,0.2520904447036711,91.22222222222224,0.4997349053621292,84.52,False,128,128,,
23,0.2426315332678231,91.72888888888887,0.5278922557830811,84.84,False,128,128,,
24,0.2276404914022846,92.16,0.4347832292318344,86.4,False,128,128,,
25,0.2153306750326671,92.52222222222224,0.4493682414293289,86.9,False,128,128,,
26,0.2121309826827862,92.80666666666669,0.5728509366512299,84.8,False,128,128,,
27,0.2030150091952898,93.11777777777776,0.6546992421150207,83.04,False,128,128,,
28,0.195184129205617,93.36444444444444,0.5719312936067581,86.06,False,128,128,,
29,0.1860506836832924,93.58222222222224,0.5465164959430695,86.26,False,128,128,,
30,0.1848298385739326,93.76222222222222,0.5119085669517517,87.52,False,128,128,,
31,0.1824415019205348,93.77555555555556,0.4212488144636154,87.52,False,128,128,,
32,0.1703110175969248,94.24444444444444,0.4997008800506591,87.3,False,128,128,,
33,0.1647788585078987,94.3488888888889,0.4599556893110275,87.08,False,128,128,,
34,0.1596262091347439,94.53333333333332,0.5420745730400085,87.58,False,128,128,,
35,0.1545117958872155,94.78222222222222,0.6489545851945877,86.22,False,128,128,,
36,0.1510569486682388,95.03333333333332,0.554538032412529,87.36,False,128,128,,
37,0.1486270300705324,94.94222222222224,0.3835219889879226,88.48,False,128,128,,
38,0.1425009296826002,95.23333333333332,0.5825984179973602,85.8,False,128,128,,
39,0.1385869976048442,95.43555555555557,0.732970243692398,86.88,False,128,128,,
40,0.1358806794424626,95.41777777777776,0.6836168706417084,86.64,False,128,128,,
41,0.1282173336737535,95.69777777777776,0.6607280671596527,86.68,False,128,128,,
42,0.1376019660806791,95.65333333333334,0.5679653525352478,87.54,False,128,128,,
43,0.1270158792295578,95.78666666666666,0.7364207923412323,86.38,False,128,128,,
44,0.1300565322480079,95.86666666666666,1.2551295638084412,84.82,False,128,128,,
45,0.1270389676051722,95.85111111111112,0.5244565010070801,87.46,False,128,128,,
46,0.1188664595300162,96.21555555555555,0.5671838641166687,89.02,False,128,128,,
47,0.1127630773593078,96.19333333333331,0.6428169131278991,86.96,False,128,128,,
48,0.1031564851503141,96.62,0.757791543006897,86.76,False,128,128,,
49,0.1108022984963926,96.4,0.5486363917589188,87.66,False,128,128,,
50,0.115632277236066,96.46666666666668,0.6350046217441558,87.64,False,128,128,88.46,0.7287849456071853
