epoch,train_loss,train_acc,val_loss,val_acc,tainted,effective_batch_size,original_batch_size,test_acc,test_loss
1,1.8562445119023323,31.16888888888889,1.621139633655548,40.04,False,128,128,,
2,1.5111603127284483,44.14888888888889,1.439249587059021,47.04,False,128,128,,
3,1.3668739131905816,49.922222222222224,1.3275335431098938,52.06,False,128,128,,
4,1.2645859284834429,53.87111111111111,1.2753147721290587,53.76,False,128,128,,
5,1.183446382257071,57.04888888888889,1.2257007956504822,55.82,False,128,128,,
6,1.1137039478529582,59.66,1.1616801500320435,58.08,False,128,128,,
7,1.0593083676966757,61.708888888888886,1.0589195609092712,62.1,False,128,128,,
8,1.0119445703246377,63.85333333333333,1.02730051279068,62.8,False,128,128,,
9,0.9663689204237678,65.50444444444445,1.040671414136887,62.66,False,128,128,,
10,0.9325360300188716,66.58444444444444,0.9702663779258728,65.32,False,128,128,,
11,0.8976681987670335,67.98222222222222,0.9329645454883576,67.26,False,128,128,,
12,0.8686336143450304,69.12666666666667,0.9038077771663666,67.78,False,128,128,,
13,0.8383801918138157,70.16444444444444,0.8618642330169678,69.28,False,128,128,,
14,0.8123640760102055,71.11555555555556,0.9284447014331818,66.78,False,128,128,,
15,0.7904380302537571,71.94444444444444,0.8339510023593902,70.64,False,128,128,,
16,0.7634795341979373,73.05111111111111,0.8309267401695252,70.18,False,128,128,,
17,0.742855447598479,73.71555555555555,0.8581043660640717,69.58,False,128,128,,
18,0.7224534302949905,74.41555555555556,0.7872598052024842,72.0,False,128,128,,
19,0.7003333324735815,75.26,0.7945098876953125,71.86,False,128,128,,
20,0.6824762191284787,76.04444444444445,0.7531116545200348,73.3,False,128,128,,
21,0.6625080592930317,76.61777777777777,0.7578514754772187,73.4,False,128,128,,
22,0.6452565074644305,77.16,0.7410753428936004,74.0,False,128,128,,
23,0.6264713833277876,77.80444444444444,0.7166050970554352,74.6,False,128,128,,
24,0.6123317549513145,78.56666666666666,0.7295342266559601,74.36,False,128,128,,
25,0.5986056458204985,78.90666666666667,0.7098669707775116,74.66,False,128,128,,
26,0.5848371247676286,79.20666666666666,0.6940342903137207,75.9,False,128,128,,
27,0.5631873341785236,80.06,0.706960254907608,74.54,False,128,128,,
28,0.5527082607150078,80.51333333333334,0.6561425268650055,77.02,False,128,128,,
29,0.5431524437259544,80.92666666666666,0.660575270652771,76.94,False,128,128,,
30,0.527049181136218,81.48,0.6510858654975891,77.36,False,128,128,,
31,0.5124983066184954,82.11111111111111,0.6929011583328247,76.46,False,128,128,,
32,0.5047362714328549,82.54888888888888,0.6717134177684784,76.4,False,128,128,,
33,0.4923110672018744,82.71333333333334,0.6621570408344268,76.86,False,128,128,,
34,0.4829934842207215,83.14444444444445,0.6919167578220368,75.9,False,128,128,,
35,0.4728927964513952,83.47555555555556,0.6174012064933777,78.36,False,128,128,,
36,0.4620912948792631,83.94444444444444,0.6022032916545867,78.9,False,128,128,,
37,0.4508952655914155,84.20222222222222,0.6087576031684876,79.0,False,128,128,,
38,0.440424162725156,84.5111111111111,0.5825213074684144,79.88,False,128,128,,
39,0.433752370828932,84.66666666666667,0.6109107434749603,79.06,False,128,128,,
40,0.4209740637716921,85.35111111111111,0.6212347149848938,79.04,False,128,128,,
41,0.4126888064836914,85.44444444444444,0.6041311085224151,79.7,False,128,128,,
42,0.4078221214427189,85.7088888888889,0.6067208170890808,79.8,False,128,128,,
43,0.3984959176318212,85.99111111111111,0.5836860716342926,80.42,False,128,128,,
44,0.3890692779625004,86.46888888888888,0.5806504130363465,80.32,False,128,128,,
45,0.3771497598764571,86.83555555555556,0.5867286622524261,79.62,False,128,128,,
46,0.3708110268820416,86.92444444444445,0.6062024712562561,80.12,False,128,128,,
47,0.362958074632016,87.19333333333333,0.575085461139679,80.58,False,128,128,,
48,0.3552057174965739,87.68,0.601262092590332,79.98,False,128,128,,
49,0.352483747865666,87.56,0.5529466986656189,81.44,False,128,128,,
50,0.3375543984161182,88.20444444444445,0.5648737192153931,81.14,False,128,128,81.1,0.594874906539917
