epoch,train_loss,train_acc,val_loss,val_acc,tainted,effective_batch_size,original_batch_size,test_acc,test_loss
1,1.4473502751101146,46.48888888888889,1.4172378182411194,52.06,False,128,128,,
2,0.9976683509620752,64.27777777777777,0.936186182498932,67.28,False,128,128,,
3,0.7920695035295053,72.09777777777778,0.97842777967453,67.38,False,128,128,,
4,0.6538290220566771,77.03555555555556,0.8394097864627839,73.32,False,128,128,,
5,0.5611039752309973,80.52444444444444,0.7345955789089202,75.2,False,128,128,,
6,0.4925148204307664,82.9888888888889,0.5919762670993804,79.4,False,128,128,,
7,0.4417031861164353,84.61777777777777,0.5898168325424195,80.2,False,128,128,,
8,0.4032452502711253,86.11555555555556,0.5578293591737747,80.2,False,128,128,,
9,0.3651045962998813,87.25555555555556,0.5252491742372513,82.32,False,128,128,,
10,0.3387997368858619,88.22888888888889,0.4600817680358887,84.28,False,128,128,,
11,0.3086830910125916,89.30888888888889,0.4743826031684875,83.74,False,128,128,,
12,0.2867353019219907,90.02222222222223,0.4812867611646652,84.24,False,128,128,,
13,0.266101149588146,90.67333333333332,0.4124801874160766,86.34,False,128,128,,
14,0.2410856653004884,91.56888888888888,0.3936737835407257,86.42,False,128,128,,
15,0.2253318227488886,92.13333333333334,0.5268666565418243,83.1,False,128,128,,
16,0.205773286733099,92.72,0.4062992036342621,86.44,False,128,128,,
17,0.1917770066806538,93.36888888888888,0.4096471488475799,86.68,False,128,128,,
18,0.1734851230867207,93.96222222222222,0.3613527476787567,88.52,False,128,128,,
19,0.1609019224785945,94.31333333333332,0.3981295168399811,87.94,False,128,128,,
20,0.1522187225266613,94.64,0.3673482775688171,88.76,False,128,128,,
21,0.1307165149006653,95.35777777777778,0.3440777033567428,89.38,False,128,128,,
22,0.1254753631497309,95.60444444444444,0.4050961762666702,87.64,False,128,128,,
23,0.1076738310300491,96.16444444444444,0.3833615660667419,88.64,False,128,128,,
24,0.1011388072617013,96.52666666666669,0.34012211561203,89.64,False,128,128,,
25,0.0915395394390957,96.76666666666668,0.3681969821453094,89.68,False,128,128,,
26,0.0814371846235272,97.07111111111112,0.3782624363899231,89.6,False,128,128,,
27,0.0734705777140334,97.45555555555556,0.341787725687027,90.1,False,128,128,,
28,0.0605365573322739,97.87777777777778,0.3427533775568008,90.82,False,128,128,,
29,0.0547103478192267,98.00888888888888,0.3717835038900375,90.58,False,128,128,,
30,0.0533655289856886,98.12666666666668,0.3656998604536056,90.1,False,128,128,,
31,0.0432094296239401,98.46,0.3540992319583892,90.64,False,128,128,,
32,0.0374597919237037,98.66666666666669,0.3600241675972938,91.18,False,128,128,,
33,0.0332877859684892,98.79555555555557,0.3628662645816803,90.86,False,128,128,,
34,0.0259683643737596,99.11111111111111,0.3806339412927627,91.62,False,128,128,,
35,0.0231407394471303,99.18666666666668,0.3612623155117035,91.76,False,128,128,,
36,0.0207471661216748,99.32222222222222,0.3805800229310989,91.42,False,128,128,,
37,0.016910055890383,99.44444444444444,0.3587055698037147,92.1,False,128,128,,
38,0.013260679887687,99.57555555555555,0.3582146763801574,92.18,False,128,128,,
39,0.0125018877932399,99.58444444444444,0.3714034169912338,92.26,False,128,128,,
40,0.0097968839280921,99.71333333333334,0.3828284233808517,92.28,False,128,128,,
41,0.0083518259780248,99.72222222222224,0.3892304390668869,92.22,False,128,128,,
42,0.0076998327236982,99.7688888888889,0.4066311806440353,91.8,False,128,128,,
43,0.0067052449706931,99.79555555555557,0.3985193938016891,92.26,False,128,128,,
44,0.0058937158163726,99.83111111111111,0.3834569931030273,92.24,False,128,128,,
45,0.0046287099490159,99.87555555555556,0.4058294385671616,91.92,False,128,128,,
46,0.0019272042568032,99.97333333333331,0.3987574368715286,91.98,False,128,128,,
47,0.00174073971886,99.97333333333331,0.3960286006331444,92.26,False,128,128,,
48,0.0016016182318542,99.98444444444443,0.3813630223274231,92.22,False,128,128,,
49,0.0013390374196288,99.99333333333334,0.4106108307838439,91.68,False,128,128,92.11,0.4432026997208595
