epoch,phase,seed,torch_version,cuda_available,device,cudnn_deterministic,cudnn_benchmark,time_sec,batch,global_step,train_loss,grad_norm,update_norm,lr,tainted,effective_batch_size,original_batch_size,test_loss,test_accuracy
1,eval,,,,,,,61.46066617965698,,469.0,,,,,False,128.0,128.0,2.2639534996032715,0.1304
2,eval,,,,,,,124.18100357055664,,938.0,,,,,False,128.0,128.0,2.212025564575195,0.2023
3,eval,,,,,,,189.88693976402283,,1407.0,,,,,False,128.0,128.0,2.1611181468963623,0.2873
4,eval,,,,,,,256.70447039604187,,1876.0,,,,,False,128.0,128.0,2.11108989944458,0.3811
5,eval,,,,,,,325.70812034606934,,2345.0,,,,,False,128.0,128.0,2.0615680355072024,0.4624
6,eval,,,,,,,398.8020377159119,,2814.0,,,,,False,128.0,128.0,2.012551808166504,0.5291
7,eval,,,,,,,473.0585856437683,,3283.0,,,,,False,128.0,128.0,1.9638038177490236,0.5785
8,eval,,,,,,,545.0172173976898,,3752.0,,,,,False,128.0,128.0,1.9154427759170527,0.615
9,eval,,,,,,,614.6103503704071,,4221.0,,,,,False,128.0,128.0,1.8672070915222168,0.6444
10,eval,,,,,,,685.1573736667633,,4690.0,,,,,False,128.0,128.0,1.81920155544281,0.6651
