epoch,phase,seed,torch_version,cuda_available,device,cudnn_deterministic,cudnn_benchmark,time_sec,batch,global_step,train_loss,grad_norm,update_norm,lr,tainted,effective_batch_size,original_batch_size,test_loss,test_accuracy
1,eval,,,,,,,34.72932457923889,,469.0,,,,,False,128.0,128.0,1.0102501190185549,0.8269
2,eval,,,,,,,57.294509172439575,,938.0,,,,,False,128.0,128.0,0.5659560548782349,0.8718
3,eval,,,,,,,80.00880980491638,,1407.0,,,,,False,128.0,128.0,0.4413419655323028,0.8881
4,eval,,,,,,,103.99453353881836,,1876.0,,,,,False,128.0,128.0,0.3864624895572662,0.8963
5,eval,,,,,,,127.88668942451476,,2345.0,,,,,False,128.0,128.0,0.3547747003078461,0.9039
6,eval,,,,,,,153.4312527179718,,2814.0,,,,,False,128.0,128.0,0.3337254865884781,0.9076
7,eval,,,,,,,179.7750904560089,,3283.0,,,,,False,128.0,128.0,0.3176832876682282,0.9112
8,eval,,,,,,,208.14470553398127,,3752.0,,,,,False,128.0,128.0,0.3057853065729141,0.9143
9,eval,,,,,,,240.71108627319336,,4221.0,,,,,False,128.0,128.0,0.2950698472499847,0.9181
10,eval,,,,,,,272.67603063583374,,4690.0,,,,,False,128.0,128.0,0.2865334582328796,0.9208
