epoch,phase,seed,torch_version,cuda_available,device,cudnn_deterministic,cudnn_benchmark,time_sec,batch,global_step,train_loss,grad_norm,update_norm,lr,tainted,effective_batch_size,original_batch_size,test_loss,test_accuracy
1,eval,,,,,,,21.62466263771057,,469.0,,,,,False,128.0,128.0,0.2920523563385009,0.917
2,eval,,,,,,,44.53313612937927,,938.0,,,,,False,128.0,128.0,0.2301677671909332,0.9343
3,eval,,,,,,,65.94020342826843,,1407.0,,,,,False,128.0,128.0,0.1892810409426689,0.9463
4,eval,,,,,,,89.10323238372803,,1876.0,,,,,False,128.0,128.0,0.1640918102741241,0.9514
5,eval,,,,,,,111.784104347229,,2345.0,,,,,False,128.0,128.0,0.1423266458600759,0.9584
6,eval,,,,,,,135.23653721809387,,2814.0,,,,,False,128.0,128.0,0.1276744120329618,0.9635
7,eval,,,,,,,160.10181999206543,,3283.0,,,,,False,128.0,128.0,0.1164058365374803,0.9662
8,eval,,,,,,,185.25191974639893,,3752.0,,,,,False,128.0,128.0,0.1070117830634117,0.9692
9,eval,,,,,,,210.4387171268463,,4221.0,,,,,False,128.0,128.0,0.0998367187827825,0.9691
10,eval,,,,,,,235.46893787384036,,4690.0,,,,,False,128.0,128.0,0.0946408859193325,0.9719
