epoch,phase,seed,torch_version,cuda_available,device,cudnn_deterministic,cudnn_benchmark,time_sec,batch,global_step,train_loss,grad_norm,update_norm,lr,tainted,effective_batch_size,original_batch_size,test_loss,test_accuracy
1,eval,,,,,,,44.47877097129822,,469.0,,,,,False,128.0,128.0,1.0629156440734864,0.8016
2,eval,,,,,,,89.99974632263184,,938.0,,,,,False,128.0,128.0,0.5801228930473328,0.8695
3,eval,,,,,,,134.50745558738708,,1407.0,,,,,False,128.0,128.0,0.4440537058353424,0.8881
4,eval,,,,,,,185.7246105670929,,1876.0,,,,,False,128.0,128.0,0.3862886972904205,0.8985
5,eval,,,,,,,234.11045479774475,,2345.0,,,,,False,128.0,128.0,0.3543390320777893,0.903
6,eval,,,,,,,283.623078584671,,2814.0,,,,,False,128.0,128.0,0.3328829035997391,0.9071
7,eval,,,,,,,340.5353524684906,,3283.0,,,,,False,128.0,128.0,0.3168713807582855,0.9093
8,eval,,,,,,,394.2972688674927,,3752.0,,,,,False,128.0,128.0,0.3045512063741684,0.9139
9,eval,,,,,,,451.17946004867554,,4221.0,,,,,False,128.0,128.0,0.2942223301887512,0.916
10,eval,,,,,,,510.5179615020752,,4690.0,,,,,False,128.0,128.0,0.2847734397649765,0.9196
