epoch,phase,seed,torch_version,cuda_available,device,cudnn_deterministic,cudnn_benchmark,time_sec,batch,global_step,train_loss,grad_norm,update_norm,lr,tainted,effective_batch_size,original_batch_size,test_loss,test_accuracy
1,eval,,,,,,,62.07318925857544,,469.0,,,,,False,128.0,128.0,2.198395065307617,0.2947
2,eval,,,,,,,123.61414575576782,,938.0,,,,,False,128.0,128.0,2.049887059211731,0.5067
3,eval,,,,,,,186.94368410110476,,1407.0,,,,,False,128.0,128.0,1.905376746749878,0.6107
4,eval,,,,,,,254.9805860519409,,1876.0,,,,,False,128.0,128.0,1.7636824546813965,0.6672
5,eval,,,,,,,324.33846712112427,,2345.0,,,,,False,128.0,128.0,1.6264167037963868,0.7023
6,eval,,,,,,,395.712765455246,,2814.0,,,,,False,128.0,128.0,1.4953496953964234,0.7283
7,eval,,,,,,,468.1005227565765,,3283.0,,,,,False,128.0,128.0,1.3715125524520877,0.7504
8,eval,,,,,,,545.2285826206207,,3752.0,,,,,False,128.0,128.0,1.2572170497894286,0.7712
9,eval,,,,,,,617.7034332752228,,4221.0,,,,,False,128.0,128.0,1.1533596606254577,0.7883
10,eval,,,,,,,690.5649650096893,,4690.0,,,,,False,128.0,128.0,1.0604293321609497,0.8011
