epoch,train_loss,train_acc,val_loss,val_acc,tainted,effective_batch_size,original_batch_size,test_acc,test_loss
1,1.4927589304067872,44.47555555555556,1.1682350516319275,58.38,False,128,128,,
2,1.0139389563013206,63.44444444444444,1.078807955980301,62.86,False,128,128,,
3,0.8043638295070692,71.64666666666666,0.7877312242984772,72.4,False,128,128,,
4,0.6700307022441517,76.5911111111111,0.7368909299373627,74.68,False,128,128,,
5,0.5801646557043899,79.79555555555555,0.8689391076564789,71.8,False,128,128,,
6,0.5105883541770957,82.31333333333333,0.5871845781803131,80.2,False,128,128,,
7,0.46010190722617234,83.93777777777778,0.4988753765821457,82.48,False,128,128,,
8,0.40986406667666003,85.78,0.5288538306951522,82.36,False,128,128,,
9,0.3740261657671495,87.18,0.5298758268356323,82.44,False,128,128,,
10,0.3465651178055189,87.98444444444445,0.4715169668197632,83.92,False,128,128,,
11,0.3148003961382942,89.00666666666666,0.4827236205339432,83.84,False,128,128,,
12,0.29121153869412164,89.86444444444444,0.6226128995418548,80.32,False,128,128,,
13,0.26922312133352866,90.47555555555556,0.4347014546394348,85.48,False,128,128,,
14,0.24780918717045675,91.3711111111111,0.42729713320732116,85.66,False,128,128,,
15,0.23209551713344725,91.86,0.42785806953907013,86.06,False,128,128,,
16,0.21667232965542513,92.45333333333333,0.39303307235240936,86.96,False,128,128,,
17,0.1925989821637896,93.19777777777777,0.4011349081993103,87.38,False,128,128,,
18,0.17840788191692394,93.74888888888889,0.36475365459918974,88.16,False,128,128,,
19,0.16554069265045904,94.1511111111111,0.3802394509315491,87.76,False,128,128,,
20,0.15114151292734526,94.64,0.3850682288408279,88.26,False,128,128,,
21,0.1386135084004226,95.11111111111111,0.40763941407203674,87.88,False,128,128,,
22,0.1267842136069455,95.61111111111111,0.38978982269763945,88.52,False,128,128,,
23,0.1196040493351492,95.80888888888889,0.33755757212638854,89.64,False,128,128,,
24,0.10431240700100633,96.31333333333333,0.3540699541568756,89.54,False,128,128,,
25,0.092211350354112,96.77777777777777,0.32477672696113585,90.28,False,128,128,,
26,0.0853889625815844,96.92222222222222,0.3575878232717514,89.56,False,128,128,,
27,0.07575221077158031,97.36444444444444,0.3464809387922287,90.42,False,128,128,,
28,0.06490417268254202,97.71111111111111,0.33600740432739257,90.84,False,128,128,,
29,0.058628024999052286,97.99111111111111,0.3453489065170288,90.7,False,128,128,,
30,0.0480107991236516,98.29555555555555,0.3533814296126366,90.88,False,128,128,,
31,0.04770113591274077,98.32222222222222,0.3580584466457367,90.56,False,128,128,,
32,0.04181774627597241,98.50888888888889,0.3717190533876419,90.7,False,128,128,,
33,0.03368263691663742,98.80444444444444,0.36041314005851743,91.2,False,128,128,,
34,0.02814468421936247,99.02444444444444,0.35142081379890444,91.58,False,128,128,,
35,0.027107283406869763,99.09333333333333,0.3883481055498123,91.12,False,128,128,,
36,0.022688819891878997,99.26,0.3540179178118706,91.66,False,128,128,,
37,0.0205783005380495,99.27777777777777,0.37014013826847075,91.48,False,128,128,,
38,0.016935367813196288,99.44222222222223,0.36918510794639586,92.28,False,128,128,,
39,0.01426725049995267,99.54,0.36133402287960054,91.98,False,128,128,,
40,0.011476205329844643,99.63555555555556,0.3555943757295609,92.02,False,128,128,,
41,0.009805255026135868,99.69111111111111,0.3618781745433807,92.08,False,128,128,,
42,0.008529314881095408,99.78,0.3557341516017914,92.34,False,128,128,,
43,0.0069581435077866035,99.81333333333333,0.3454230159521103,92.88,False,128,128,,
44,0.00687902765209649,99.8,0.36212678253650665,92.7,False,128,128,,
45,0.005281023911844717,99.86,0.3820859879255295,92.12,False,128,128,,
46,0.005073357945961602,99.86888888888889,0.3598910212516785,92.54,False,128,128,,
47,0.004529925327171275,99.88444444444444,0.3542801544070244,92.48,False,128,128,,
48,0.003989610081176083,99.91555555555556,0.36575721204280853,92.44,False,128,128,,
49,0.003745343103880507,99.91333333333333,0.35796947181224825,92.52,False,128,128,,
50,0.004034472602969882,99.9088888888889,0.36341574788093567,92.42,False,128,128,92.02,0.40521943420171735
