phase,seed,torch_version,cuda_available,device,cudnn_deterministic,cudnn_benchmark,time_sec,epoch,batch,global_step,train_loss,grad_norm,update_norm,lr,tainted,effective_batch_size,original_batch_size,test_loss,test_accuracy,optimizer
meta_begin,1415.0,2.6.0+cu124,True,cuda,True,False,0.0,,,,,,,,,,,,,SGD
train,,,,,,,0.3920867443084717,1.0,1.0,1.0,2.3454833030700684,0.0,0.0009999993233054,0.001,False,128.0,128.0,,,SGD
train,,,,,,,0.4266552925109863,1.0,2.0,2.0,2.34114146232605,0.9999995231628418,0.0009999987060763,0.001,False,128.0,128.0,,,SGD
train,,,,,,,0.4630873203277588,1.0,3.0,3.0,2.332606554031372,0.9999992847442628,0.0010000001365162,0.001,False,128.0,128.0,,,SGD
train,,,,,,,0.4985072612762451,1.0,4.0,4.0,2.337418794631958,0.9999994039535522,0.000999999901371,0.001,False,128.0,128.0,,,SGD
train,,,,,,,0.5337591171264648,1.0,5.0,5.0,2.3239076137542725,0.9999994039535522,0.0009999986682177,0.001,False,128.0,128.0,,,SGD
train,,,,,,,0.5693309307098389,1.0,6.0,6.0,2.3639721870422363,0.9999993443489076,0.0010000008524987,0.001,False,128.0,128.0,,,SGD
train,,,,,,,0.6027476787567139,1.0,7.0,7.0,2.365651130676269,0.9999996423721312,0.0009999995082964,0.001,False,128.0,128.0,,,SGD
train,,,,,,,0.6468806266784668,1.0,8.0,8.0,2.329951524734497,0.9999993443489076,0.0010000003757692,0.001,False,128.0,128.0,,,SGD
train,,,,,,,0.686201810836792,1.0,9.0,9.0,2.352241039276123,0.999999463558197,0.0009999991228545,0.001,False,128.0,128.0,,,SGD
train,,,,,,,0.7231535911560059,1.0,10.0,10.0,2.324516773223877,0.999999463558197,0.0010000000471433,0.001,False,128.0,128.0,,,SGD
train,,,,,,,0.757591724395752,1.0,11.0,11.0,2.312223434448242,0.999999463558197,0.0009999987346923,0.001,False,128.0,128.0,,,SGD
train,,,,,,,0.7948682308197021,1.0,12.0,12.0,2.3565833568573,0.999999463558197,0.0009999995635856,0.001,False,128.0,128.0,,,SGD
train,,,,,,,0.8352205753326416,1.0,13.0,13.0,2.312497854232788,0.999999463558197,0.000999998981634,0.001,False,128.0,128.0,,,SGD
train,,,,,,,0.8743312358856201,1.0,14.0,14.0,2.320528745651245,0.9999995231628418,0.0010000009369033,0.001,False,128.0,128.0,,,SGD
train,,,,,,,0.9120075702667236,1.0,15.0,15.0,2.3004775047302246,0.9999994039535522,0.0009999983008721,0.001,False,128.0,128.0,,,SGD
train,,,,,,,0.9555163383483888,1.0,16.0,16.0,2.3552803993225098,0.999999463558197,0.0009999990076965,0.001,False,128.0,128.0,,,SGD
train,,,,,,,0.9939937591552734,1.0,17.0,17.0,2.3447906970977783,0.9999995827674866,0.0010000000174448,0.001,False,128.0,128.0,,,SGD
train,,,,,,,1.0318148136138916,1.0,18.0,18.0,2.349337100982666,0.9999995231628418,0.000999999662562,0.001,False,128.0,128.0,,,SGD
train,,,,,,,1.0744218826293943,1.0,19.0,19.0,2.305931329727173,0.9999995827674866,0.001000000015724,0.001,False,128.0,128.0,,,SGD
train,,,,,,,1.12212872505188,1.0,20.0,20.0,2.32703709602356,0.9999995231628418,0.0009999998279853,0.001,False,128.0,128.0,,,SGD
train,,,,,,,1.17110276222229,1.0,21.0,21.0,2.2929866313934326,0.9999995231628418,0.0009999981292313,0.001,False,128.0,128.0,,,SGD
