iteration,loss,grad_norm,x,y
0,272.8779296875,1.5307377576828003,-0.1787995845079422,-1.5449758768081665
1,250.065185546875,1.4775233268737793,-0.12947027385234833,-1.4949759244918823
2,229.8109893798828,1.425543189048767,-0.08161722123622894,-1.444989562034607
3,211.89894104003906,1.3749281167984009,-0.03640902042388916,-1.395044207572937
4,196.0590057373047,1.3257431983947754,0.004655033349990845,-1.3451818227767944
5,181.9479522705078,1.277930498123169,0.03997843712568283,-1.295457363128662
6,169.15696716308594,1.231270432472229,0.06827652454376221,-1.2459338903427124
7,157.26702880859375,1.1854130029678345,0.0889318585395813,-1.1966758966445923
8,145.93247985839844,1.1399768590927124,0.10206633806228638,-1.147744059562683
9,134.94012451171875,1.094659686088562,0.10835164785385132,-1.0991926193237305
10,124.21218872070312,1.0492939949035645,0.1087469831109047,-1.0510694980621338
11,113.76900482177734,1.0038461685180664,0.10430021584033966,-1.0034176111221313
12,103.68194580078125,0.9583826065063477,0.09603850543498993,-0.9562774300575256
13,94.03633117675781,0.9130335450172424,0.08492186665534973,-0.9096888303756714
14,84.90803527832031,0.8679618239402771,0.07182833552360535,-0.8636929392814636
15,76.3519287109375,0.8233407735824585,0.0575503371655941,-0.8183334469795227
16,68.39834594726562,0.7793368101119995,0.04279210418462753,-0.773656964302063
17,61.0544319152832,0.7360975742340088,0.02816499024629593,-0.729712963104248
18,54.30839920043945,0.6937435269355774,0.014181438833475113,-0.6865532398223877
19,48.13499450683594,0.6523647904396057,0.0012499941512942314,-0.6442311406135559
20,42.501075744628906,0.61202073097229,-0.010326140560209751,-0.6028002500534058
21,37.37042999267578,0.5727442502975464,-0.020345650613307953,-0.5623134970664978
22,32.70732498168945,0.5345473289489746,-0.028700683265924454,-0.5228222608566284
23,28.478736877441406,0.4974289834499359,-0.03536456450819969,-0.48437562584877014
24,24.6552677154541,0.46138158440589905,-0.04037727043032646,-0.44701990485191345
25,21.211088180541992,0.42639780044555664,-0.043830253183841705,-0.4107983112335205
26,18.12331199645996,0.39247339963912964,-0.04585188627243042,-0.37575095891952515
27,15.371123313903809,0.3596113622188568,-0.046594373881816864,-0.34191468358039856
28,12.934858322143555,0.32782119512557983,-0.046222493052482605,-0.3093230128288269
29,10.795286178588867,0.2971196174621582,-0.04490434005856514,-0.2780061960220337
30,8.933090209960938,0.2675289511680603,-0.04280402511358261,-0.24799111485481262
31,7.32860803604126,0.23907513916492462,-0.040076155215501785,-0.21930119395256042
32,5.961761474609375,0.21178631484508514,-0.036861926317214966,-0.19195623695850372
33,4.812153339385986,0.18569038808345795,-0.03328661248087883,-0.1659722924232483
34,3.8592638969421387,0.16081342101097107,-0.029458241537213326,-0.14136144518852234
35,3.082699775695801,0.13717830181121826,-0.025467243045568466,-0.11813171207904816
36,2.462459087371826,0.11480339616537094,-0.0213868897408247,-0.09628686308860779
37,1.9791762828826904,0.09370177984237671,-0.017274342477321625,-0.07582635432481766
38,1.6143450736999512,0.07388067245483398,-0.013172222301363945,-0.056745339184999466
39,1.3504935503005981,0.05534139648079872,-0.009110772982239723,-0.03903481364250183
40,1.1713249683380127,0.038079746067523956,-0.005111395381391048,-0.022682083770632744
41,1.0618150234222412,0.02208833023905754,-0.0011967131868004799,-0.0076719727367162704
42,1.008283019065857,0.007376506458967924,0.002543938811868429,0.00601331889629364
43,0.9985268712043762,0.006202823482453823,0.006110969930887222,0.018440866842865944
44,1.0216844081878662,0.01845567487180233,0.009633855894207954,0.029635433107614517
45,1.0681017637252808,0.02960389479994774,0.013149574398994446,0.03962627053260803
46,1.1295305490493774,0.039663515985012054,0.016683043912053108,0.04844839125871658
47,1.198947787284851,0.04867830500006676,0.020257463678717613,0.05614083632826805
48,1.2704839706420898,0.05669962242245674,0.02389625832438469,0.06274569779634476
49,1.3393473625183105,0.06378492712974548,0.027623433619737625,0.06830745190382004
50,1.4017407894134521,0.06999741494655609,0.03146358206868172,0.07287238538265228
51,1.4547711610794067,0.07540594041347504,0.03544183447957039,0.07648806273937225
52,1.4963569641113281,0.08008531481027603,0.03958386182785034,0.0792027935385704
53,1.525132656097412,0.0841163843870163,0.04391596466302872,0.0810650885105133
54,1.54035484790802,0.08758648484945297,0.0484653078019619,0.08212314546108246
55,1.541811466217041,0.09058983623981476,0.05326027050614357,0.08242427557706833
56,1.5297349691390991,0.09322794526815414,0.058331020176410675,0.08201433718204498
57,1.5047223567962646,0.0956101045012474,0.0637103021144867,0.08093716204166412
58,1.4676635265350342,0.09785380959510803,0.0694345235824585,0.07923395186662674
59,1.4196786880493164,0.10008496791124344,0.07554525882005692,0.07694270461797714
60,1.3620679378509521,0.1024383082985878,0.08209125697612762,0.07409762591123581
61,1.29627525806427,0.10505740344524384,0.0891311913728714,0.07072857767343521
62,1.223867654800415,0.10809522867202759,0.09673751890659332,0.066860631108284
63,1.1465367078781128,0.11171486973762512,0.1050020083785057,0.06251376122236252
64,1.0661263465881348,0.11609212309122086,0.11404408514499664,0.05770282447338104
65,0.9846979975700378,0.12142050266265869,0.12402452528476715,0.052438247948884964
66,0.9046489596366882,0.12792181968688965,0.13517028093338013,0.04672827199101448
67,0.828912079334259,0.1358683705329895,0.14782729744911194,0.04058607667684555
68,0.76129150390625,0.14563263952732086,0.16259999573230743,0.034056711941957474
69,0.7070421576499939,0.15782184898853302,0.18082471191883087,0.02738381363451481
70,0.6738717555999756,0.17374201118946075,0.2022782564163208,0.02227640151977539
71,0.6711052656173706,0.19332605600357056,0.2218993604183197,0.019278792664408684
72,0.6952039003372192,0.2115984857082367,0.23819199204444885,0.0183287151157856
73,0.7278590202331543,0.22695130109786987,0.25057220458984375,0.019333789125084877
74,0.7504552006721497,0.2387511134147644,0.25885432958602905,0.022189991548657417
75,0.7501405477523804,0.24681350588798523,0.26312243938446045,0.026784410700201988
76,0.72318035364151,0.2512580454349518,0.2636896073818207,0.03299920633435249
77,0.6756189465522766,0.2524590492248535,0.26111114025115967,0.0407181978225708
78,0.6213664412498474,0.25105351209640503,0.2563316822052002,0.04983828216791153
79,0.5782208442687988,0.24807508289813995,0.2515663802623749,0.060275811702013016
80,0.561058759689331,0.245752215385437,0.25599154829978943,0.07070987671613693
81,0.5562298893928528,0.2522987425327301,0.2686595022678375,0.07912943512201309
82,0.5396912693977356,0.2660667300224304,0.28856968879699707,0.08547908067703247
83,0.5066199898719788,0.2859153151512146,0.3165120780467987,0.09057142585515976
84,0.47638797760009766,0.31275492906570435,0.34273430705070496,0.09800350666046143
85,0.4698801636695862,0.3386472165584564,0.36215880513191223,0.10763391107320786
86,0.46218442916870117,0.3589240312576294,0.37400561571121216,0.11932537704706192
87,0.4341190457344055,0.37295058369636536,0.3789360821247101,0.13301591575145721
88,0.39690694212913513,0.38152363896369934,0.38095760345458984,0.14883863925933838
89,0.3845898509025574,0.3885505795478821,0.395866334438324,0.16178734600543976
90,0.36755526065826416,0.4062681496143341,0.4216791093349457,0.1717974841594696
91,0.3380739986896515,0.43256551027297974,0.44682931900024414,0.18483106791973114
92,0.3279769718647003,0.4593707323074341,0.46181195974349976,0.2003980278968811
93,0.30621588230133057,0.47824692726135254,0.46763283014297485,0.21843430399894714
94,0.2834208607673645,0.4903266131877899,0.4888179302215576,0.23497988283634186
95,0.2628777325153351,0.5152450203895569,0.5129693746566772,0.2545181214809418
96,0.24462834000587463,0.544008195400238,0.527062714099884,0.27677515149116516
97,0.22377370297908783,0.5655481815338135,0.5558988451957703,0.29834675788879395
98,0.2086251825094223,0.5993544459342957,0.5709607005119324,0.32244110107421875
99,0.18533854186534882,0.6229299902915955,0.5858185291290283,0.3499658405780792
100,0.1761465221643448,0.6482725143432617,0.6148738861083984,0.37180811166763306
101,0.15224312245845795,0.6826200485229492,0.6304012537002563,0.3969607651233673
102,0.13662303984165192,0.6332760453224182,0.6604898571968079,0.42055976390838623
103,0.13987557590007782,0.743867039680481,0.6722617745399475,0.44657108187675476
104,0.11029046028852463,0.7667157053947449,0.6711247563362122,0.47582077980041504
105,0.17273768782615662,0.7815525531768799,0.6857976317405701,0.49799686670303345
106,0.17533300817012787,0.8051602244377136,0.7138925790786743,0.5136881470680237
107,0.08349410444498062,0.8355233669281006,0.7545196413993835,0.5244554877281189
108,0.2613625228404999,0.8729427456855774,0.7744275331497192,0.5388876795768738
109,0.4211590886116028,0.8962975144386292,0.7765004634857178,0.5566210150718689
110,0.2646169364452362,0.9076253771781921,0.7635779976844788,0.5774016380310059
111,0.059087324887514114,0.9094448089599609,0.7394627332687378,0.601900577545166
112,0.371430367231369,0.9057886600494385,0.7323523759841919,0.619207501411438
113,0.7583375573158264,0.9110880494117737,0.7396225333213806,0.6299421191215515
114,0.7550480961799622,0.92295241355896,0.7592788934707642,0.6347259879112244
115,0.39692187309265137,0.9401552081108093,0.7897592782974243,0.6341716647148132
116,0.055125534534454346,0.9622206687927246,0.8300343751907349,0.6291548013687134
117,0.38651904463768005,0.9894572496414185,0.8519061207771301,0.6295971274375916
118,0.9463541507720947,1.0063438415527344,0.8577181100845337,0.634913444519043
119,1.0356409549713135,1.0137864351272583,0.8497163653373718,0.6446260809898376
120,0.6215342283248901,1.01323664188385,0.8299671411514282,0.6583389639854431
121,0.12197577953338623,1.0063973665237427,0.8003775477409363,0.6757839322090149
122,0.16361048817634583,0.9951394200325012,0.7862236499786377,0.6865556240081787
123,0.5136659145355225,0.9916043281555176,0.785281240940094,0.6912175416946411
124,0.6018881797790527,0.993850827217102,0.7958119511604309,0.6903600096702576
125,0.3670874238014221,1.0008480548858643,0.8164187073707581,0.6845635771751404
126,0.06618886440992355,1.0121698379516602,0.8460403084754944,0.6744966506958008
127,0.19416970014572144,1.027902603149414,0.8609932065010071,0.6705365180969238
128,0.5202013254165649,1.0367317199707031,0.8629867434501648,0.6720082759857178
129,0.5478523969650269,1.039085030555725,0.8536666631698608,0.6783689856529236
130,0.2752055823802948,1.0358622074127197,0.8345729112625122,0.6891765594482422
131,0.03274688124656677,1.028229832649231,0.8074503540992737,0.7045009732246399
132,0.3129621148109436,1.0180070400238037,0.7936913967132568,0.7132421731948853
133,0.7363876104354858,1.0137263536453247,0.7915509939193726,0.715991199016571
134,0.8433701992034912,1.0139648914337158,0.7996087074279785,0.7133349776268005
135,0.5871781706809998,1.0179731845855713,0.8166931867599487,0.7058411240577698
136,0.1845596581697464,1.025471806526184,0.8418487906455994,0.6940778493881226
137,0.046419914811849594,1.0365248918533325,0.8544561266899109,0.6888098120689392
138,0.19163188338279724,1.0426456928253174,0.8557837605476379,0.6891844868659973
139,0.20726130902767181,1.0438511371612549,0.8471661806106567,0.6946316361427307
140,0.07652942091226578,1.0407609939575195,0.8298990726470947,0.7047399878501892
141,0.054558467119932175,1.0343185663223267,0.8241531252861023,0.7089661955833435
142,0.11935597658157349,1.0327777862548828,0.8284775614738464,0.707779049873352
143,0.07523293793201447,1.0351628065109253,0.8417491316795349,0.7017717361450195
144,0.029626404866576195,1.0411168336868286,0.8446735739707947,0.7020179629325867
145,0.037249092012643814,1.0434019565582275,0.838226318359375,0.7076306343078613
146,0.02867799624800682,1.0421302318572998,0.8420078754425049,0.7082321643829346
147,0.02501703053712845,0.1625928282737732,0.84609055519104,0.7102039456367493
148,0.02689768187701702,1.0494201183319092,0.8410002589225769,0.7177603840827942
149,0.03626180440187454,1.0503671169281006,0.8457652926445007,0.7197467088699341
150,0.025748876854777336,1.0550360679626465,0.8594837784767151,0.7170846462249756
151,0.06652065366506577,1.0633729696273804,0.8627074360847473,0.7199607491493225
152,0.07791465520858765,1.0674751996994019,0.8565784692764282,0.7278028130531311
153,0.024078955873847008,1.067819595336914,0.8424752354621887,0.7405955195426941
154,0.11986897885799408,1.0656298398971558,0.8388301730155945,0.7470199465751648
155,0.2141919583082199,1.0670807361602783,0.8444411158561707,0.7476601004600525
156,0.1437712162733078,1.0714703798294067,0.858315110206604,0.7431176900863647
157,0.02418708987534046,1.07854425907135,0.8797805905342102,0.7342967391014099
158,0.17219781875610352,1.0886542797088623,0.8900966048240662,0.7315713763237
159,0.38053497672080994,1.0945502519607544,0.8904283046722412,0.7342837452888489
160,0.3551540970802307,1.0964312553405762,0.8818891644477844,0.7418964505195618
161,0.14234372973442078,1.0948264598846436,0.8655339479446411,0.7539788484573364
162,0.020413838326931,1.0904874801635742,0.859839677810669,0.7602138519287109
163,0.06328237056732178,1.0903290510177612,0.86338210105896,0.7607350945472717
164,0.042093075811862946,1.093179702758789,0.8751813769340515,0.75616455078125
165,0.0251404270529747,1.0987712144851685,0.8773555755615234,0.7575594186782837
166,0.029909510165452957,1.1012005805969238,0.8709069490432739,0.7642519474029541
167,0.01999777741730213,1.1007540225982666,0.8738222718238831,0.7655110955238342
168,0.016299407929182053,1.0103912353515625,0.8846370577812195,0.7629250884056091
169,0.05195077881217003,1.1097677946090698,0.8859319090843201,0.7659515738487244
170,0.048822395503520966,1.1125781536102295,0.878734827041626,0.7740355134010315
171,0.015051432885229588,0.9706883430480957,0.8800495862960815,0.7777621746063232
172,0.015460610389709473,1.11575448513031,0.8899120092391968,0.7765725255012512
