epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.871906433359782,31.055,1.293093337249756,51.95,SGD,1
2,0.9825633297284444,66.34166666666667,0.6023901819229126,81.21,SGD,2
3,0.495312779378891,84.65333333333334,0.3759197992801666,88.72,SGD,3
4,0.3169523176987966,90.31333333333332,0.2327878031373024,93.18,SGD,4
5,0.2529059155225753,92.11833333333334,0.2298834601998329,93.28,SGD,5
6,0.2164639549612999,93.42666666666666,0.1693892394542694,94.94,SGD,6
7,0.1942152675072352,93.99166666666666,0.1655329661011695,94.96,SGD,7
8,0.1748972855567932,94.63666666666668,0.1563444859027862,95.09,SGD,8
9,0.1596711388985316,95.13666666666668,0.1613187689185142,94.96,SGD,9
10,0.1495473642985026,95.36833333333334,0.1438904003739357,95.62,SGD,10
