epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.274340003458659,58.19833333333333,0.6017526892662048,83.54,Adam,1
2,0.4636633719285329,86.54666666666667,0.3039442111730575,91.34,Adam,2
3,0.2915303357601165,91.41166666666666,0.244294694507122,92.94,Adam,3
4,0.2300862565437952,93.04166666666669,0.1978645652651786,93.75,Adam,4
5,0.1974154289722442,94.005,0.1637256024420261,94.85,Adam,5
6,0.1715937806367874,94.74166666666666,0.1809094953656196,94.21,Adam,6
7,0.1545498138109843,95.25666666666666,0.1464175955682992,95.09,Adam,7
8,0.1436027312994003,95.6,0.1531791298627853,95.26,Adam,8
9,0.136703449233373,95.705,0.1257238006830215,95.92,Adam,9
10,0.1223945197582244,96.22,0.1265768612533807,95.94,Adam,10
