epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.3929367641448975,51.19833333333333,0.8318262691497803,74.45,Adam,1
2,0.6423925802866618,80.21,0.4398439686775207,86.99,Adam,2
3,0.4224412695566813,87.11166666666666,0.3381000516414642,90.15,Adam,3
4,0.3314584023157755,89.86166666666666,0.257947700536251,92.32,Adam,4
5,0.2756699081420898,91.66666666666669,0.2180751104831695,93.3,Adam,5
6,0.2346301571369171,92.81666666666666,0.22588302257061,93.39,Adam,6
7,0.2096611183484395,93.67,0.1789570694029331,94.48,Adam,7
8,0.1901078686316808,94.21333333333334,0.164874207752943,95.22,Adam,8
9,0.1795099362373352,94.47166666666666,0.1619505622833967,95.16,Adam,9
10,0.1605733369747797,95.01833333333332,0.13947298335433,95.85,Adam,10
