epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.8450415934880573,32.65,1.1731325731277469,59.51,SGD,1
2,0.8637284441630045,71.355,0.5127927755355834,84.01,SGD,2
3,0.4473736717065175,86.07333333333334,0.3494120510101318,89.11,SGD,3
4,0.3234509573936462,89.935,0.23632332020998,92.79,SGD,4
5,0.2677781561613083,91.735,0.2033866197049617,94.07,SGD,5
6,0.2260573485056559,92.99166666666666,0.1755646758973598,94.49,SGD,6
7,0.1961064679781596,94.13166666666666,0.2102941586315632,93.36,SGD,7
8,0.1785802660385767,94.59666666666666,0.168836904489994,94.9,SGD,8
9,0.1636061039408048,94.94833333333334,0.1422074158012867,95.58,SGD,9
10,0.1482502831816673,95.50333333333332,0.1217890040904283,96.28,SGD,10
