epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.306319346968333,55.21666666666667,0.689078858089447,79.68,Adam,1
2,0.5736297179222107,82.50166666666667,0.3939671584844589,88.53,Adam,2
3,0.3867674413363139,88.32166666666667,0.3021184402227401,90.93,Adam,3
4,0.2919572397867838,91.16666666666669,0.2393391310811042,93.16,Adam,4
5,0.2470449938217798,92.45666666666666,0.1941371068000793,94.13,Adam,5
6,0.2192138597249984,93.25,0.1715626027464866,94.91,Adam,6
7,0.194965683110555,94.01166666666668,0.186011158144474,94.38,Adam,7
8,0.1755513719081878,94.66,0.1504038914442062,95.54,Adam,8
9,0.1628421832124392,95.01333333333334,0.1451158141911029,95.53,Adam,9
10,0.1533992906053861,95.24666666666668,0.1362204971432686,95.77,Adam,10
