epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.3038734409650168,55.656666666666666,0.7385571203231811,76.4,Adam,1
2,0.561443675327301,82.985,0.4027062676668167,88.1,Adam,2
3,0.3902266934871674,88.075,0.3097762638688087,91.01,Adam,3
4,0.3117721966822942,90.35,0.2397420746684074,92.65,Adam,4
5,0.2672062698682149,91.65333333333334,0.240497142958641,92.69,Adam,5
6,0.2339669419447581,92.79166666666669,0.2076124668240547,93.44,Adam,6
7,0.2119191286802292,93.43333333333334,0.1652134024500846,95.08,Adam,7
8,0.1909628494501113,93.99666666666668,0.1672907827824354,94.73,Adam,8
9,0.1763895706335703,94.52166666666666,0.1522244083106518,95.5,Adam,9
10,0.1639498917837937,94.915,0.1428036222361028,95.54,Adam,10
