epoch,train_loss,train_acc,test_loss,test_acc,ema_test_acc,optimizer,elapsed_seconds
1,1.5845264442443847,41.74,1.1071791482925415,62.55,62.55,Unknown,1
2,0.937581431420644,69.28166666666667,0.7035654489994049,77.95,77.95,Unknown,2
3,0.6235700512886048,80.28,0.4804280132770538,85.43,85.43,Unknown,3
4,0.4769925184726715,84.9,0.3889597677707672,88.18,88.18,Unknown,4
5,0.3962498632113139,87.67333333333333,0.3227680592060089,90.6,90.6,Unknown,5
6,0.3533409559090932,89.125,0.2919001386880874,91.45,91.45,Unknown,6
7,0.3157762469450633,90.225,0.2687969984531402,92.1,92.1,Unknown,7
8,0.2916530024607976,91.06,0.2566794737577438,92.42,92.42,Unknown,8
9,0.2775097222487132,91.61166666666666,0.2519579340457916,92.65,92.65,Unknown,9
10,0.2710166366100311,91.80333333333331,0.2472015727519989,92.86,92.86,Unknown,10
