epoch,train_loss,train_acc,test_loss,test_acc,ema_test_acc,optimizer,elapsed_seconds
1,1.5430652184168498,42.95,1.12975051984787,57.7,57.7,Unknown,1
2,1.0405121340751649,63.32333333333333,0.841417506313324,73.41,73.41,Unknown,2
3,0.7689355507214864,75.30833333333334,0.6304593795776368,79.05,79.05,Unknown,3
4,0.5421734769980112,83.41666666666667,0.4175354393959045,87.57,87.57,Unknown,4
5,0.4187376250108083,87.44,0.3386785892009735,90.11,90.11,Unknown,5
6,0.3668057291030884,89.105,0.3090495453119278,90.88,90.88,Unknown,6
7,0.3358632829586664,90.08333333333331,0.2936751888751984,91.35,91.35,Unknown,7
8,0.3141763570944468,90.7,0.2802867943763732,91.94,91.94,Unknown,8
9,0.299220311721166,91.15666666666668,0.2767078596591949,92.09,92.09,Unknown,9
10,0.2917001003424326,91.46833333333332,0.2610670611619949,92.59,92.59,Unknown,10
