epoch,train_loss,train_acc,test_loss,test_acc,ema_test_acc,optimizer,elapsed_seconds
1,1.7450032248179117,43.46333333333333,1.405178882789612,63.12,12.81,Unknown,1
2,1.2715859687169393,70.71166666666667,1.0428224528312684,84.67,13.22,Unknown,2
3,1.0075334014256796,84.49666666666667,0.9197887428283692,88.66,13.06,Unknown,3
4,0.9071386402130128,88.70666666666666,0.8370989481925964,91.89,14.67,Unknown,4
5,0.8547038771629334,90.70333333333332,0.8157446063995362,92.36,20.36,Unknown,5
6,0.8312975022951762,91.65,0.7976215723991394,92.94,23.89,Unknown,6
7,0.8139414673169454,92.28666666666666,0.7872748550415039,93.35,24.33,Unknown,7
8,0.801654387919108,92.71,0.7777416352272034,93.54,28.8,Unknown,8
9,0.7939258274078369,92.9,0.7735750664710999,93.64,35.61,Unknown,9
10,0.7907861197153727,93.09833333333331,0.7745309482574463,93.61,41.41,Unknown,10
