epoch,train_loss,train_acc,test_loss,test_acc,ema_test_acc,optimizer,elapsed_seconds
1,1.447797193400065,47.35166666666667,0.9267487692832946,69.31,69.31,Unknown,1
2,0.7648421688715616,75.55333333333333,0.5214105378627777,84.15,84.15,Unknown,2
3,0.4994934817314148,84.67333333333333,0.3782017749786377,88.81,88.81,Unknown,3
4,0.3828721362431844,88.33833333333334,0.3064497031211853,90.68,90.68,Unknown,4
5,0.3127820168336233,90.49833333333332,0.2732759361982345,91.46,91.46,Unknown,5
6,0.2783650076707204,91.41833333333334,0.2331269130825996,93.0,93.0,Unknown,6
7,0.2538486119111379,92.3,0.2109128061413765,93.76,93.76,Unknown,7
8,0.2362426762660344,92.81166666666668,0.2060172573685646,93.68,93.68,Unknown,8
9,0.2267240686019261,93.13333333333334,0.1981180170893669,93.96,93.96,Unknown,9
10,0.2205411060253779,93.34166666666668,0.1974981698274612,94.01,94.01,Unknown,10
