epoch,train_loss,train_acc,test_loss,test_acc,ema_test_acc,optimizer,elapsed_seconds
1,1.4321289699554445,49.68,0.8636899551391601,71.33,71.33,Unknown,1
2,0.7110789521853129,77.40833333333333,0.5542861986160278,82.53,82.53,Unknown,2
3,0.4874481174945831,84.915,0.4130189184427261,87.48,87.48,Unknown,3
4,0.3755238553285598,88.47333333333333,0.3055069895744324,90.92,90.92,Unknown,4
5,0.3092442965189615,90.545,0.2533522768616676,92.6,92.6,Unknown,5
6,0.2708968754371007,91.71,0.2267090025663375,93.36,93.36,Unknown,6
7,0.2459007542133331,92.415,0.2176075651407241,93.58,93.58,Unknown,7
8,0.2294481962362925,93.01166666666668,0.2025547798037529,94.09,94.09,Unknown,8
9,0.2189953329801559,93.32166666666669,0.2013674807548523,94.16,94.16,Unknown,9
10,0.2139481659571329,93.48666666666666,0.1971523163199424,94.39,94.39,Unknown,10
