epoch,train_loss,train_acc,test_loss,test_acc,ema_test_acc,optimizer,elapsed_seconds
1,1.777714471944173,42.03833333333333,1.4337040355682371,61.55,9.58,Unknown,1
2,1.2691775272369386,71.29166666666667,1.075051209640503,81.56,9.58,Unknown,2
3,1.012603656800588,84.41833333333334,0.935162865638733,87.97,9.58,Unknown,3
4,0.914562488079071,88.36,0.8535503335952759,91.3,9.58,Unknown,4
5,0.8602444403330485,90.58166666666666,0.8213721248626709,92.49,9.91,Unknown,5
6,0.8341276151657104,91.51,0.8013752543449402,93.03,12.21,Unknown,6
7,0.8181615557988484,92.18666666666668,0.798574298286438,93.06,22.01,Unknown,7
8,0.8051312655766805,92.67333333333332,0.7902414176940918,93.32,27.4,Unknown,8
9,0.7983175732930501,92.86,0.7785202144622803,93.7,33.68,Unknown,9
10,0.7949668938000997,92.90333333333334,0.776023516368866,93.9,36.25,Unknown,10
