epoch,train_loss,train_acc,test_loss,test_acc,ema_test_acc,optimizer,elapsed_seconds
1,1.4411032477378845,48.09166666666667,0.8875315410614014,71.96,71.96,Unknown,1
2,0.7400878624280294,76.05666666666667,0.5554491865158081,82.82,82.82,Unknown,2
3,0.4788937143007914,84.945,0.3691615718364716,88.92,88.92,Unknown,3
4,0.3710695674101512,88.50166666666667,0.296312340426445,91.2,91.2,Unknown,4
5,0.3034984875361124,90.76,0.2428329394936561,92.78,92.78,Unknown,5
6,0.2635982758164406,92.06166666666668,0.2121490090966224,93.8,93.8,Unknown,6
7,0.2367632166862487,92.77833333333334,0.1973315887928009,94.31,94.31,Unknown,7
8,0.217948499862353,93.435,0.1920024520039558,94.24,94.24,Unknown,8
9,0.2071443863630294,93.765,0.1859233628034591,94.68,94.68,Unknown,9
10,0.2030863454898198,93.95166666666668,0.183640511226654,94.63,94.63,Unknown,10
