epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,2.284352132034302,12.565,2.2650187549591063,15.09,SGD,1
2,2.2393015917460124,19.621666666666663,2.2007130821228027,22.92,SGD,2
3,2.135597803624471,24.47833333333333,2.036069890975952,27.48,SGD,3
4,1.9509570099512736,30.363333333333333,1.832829692840576,35.12,SGD,4
5,1.7518504969278972,36.385,1.6172300462722775,39.57,SGD,5
6,1.5866625381469726,41.943333333333335,1.494446530342102,45.93,SGD,6
7,1.4722333707809447,47.05166666666667,1.3675517930984498,52.98,SGD,7
8,1.36228112411499,52.21,1.2720491706848145,52.74,SGD,8
9,1.2657107533137004,56.03666666666667,1.1731217887878418,57.61,SGD,9
10,1.1845147445042927,59.33833333333333,1.082933086013794,61.15,SGD,10
