epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.8030760566075643,29.25333333333333,1.5345355308532715,37.33,Adam,1
2,1.4877528856277469,42.26,1.3809509973526002,45.69,Adam,2
3,1.3357682245254516,49.475,1.2576522762298583,50.86,Adam,3
4,1.2193731234550476,54.04666666666667,1.1325520069122317,56.14,Adam,4
5,1.1491652615865071,56.845,1.0972442316055298,59.37,Adam,5
6,1.0974864370981852,59.255,1.0701657607078552,58.69,Adam,6
7,1.0452882650375366,61.41833333333334,0.9875631088256837,62.92,Adam,7
8,0.9885891576766968,63.62833333333333,1.0006530614852904,61.77,Adam,8
9,0.9236521326700846,67.0,0.8539895596504211,69.52,Adam,9
10,0.8651292992909749,69.53,0.8612122889518737,68.68,Adam,10
