epoch,train_acc,test_acc,train_loss,test_loss
1,90.08,86.95,0.3873809539318085,0.4954304161071777
2,92.79,88.45,0.3233383592605591,0.4346873228549957
3,94.23,90.1,0.2764951606750488,0.3869749934673309
4,95.29,91.0,0.2391462849974632,0.3516839208602905
5,96.18,91.55,0.2147409996509552,0.3328060541152954
6,96.6,91.8,0.1964957939147949,0.3125426104068756
7,97.35,92.65,0.1803574489712715,0.297877860546112
8,97.75,93.05,0.1665147600531578,0.2843775219917297
9,98.04,93.1,0.1556121348381042,0.2777103490829468
10,98.21,93.65,0.15374789904356,0.2754163239002228
