epoch,train_acc,test_acc,train_loss,test_loss
1,90.26,86.3,0.3858141894578933,0.4981557354927063
2,92.7,88.5,0.3223118053436279,0.4371063456535339
3,94.19,90.0,0.2756233429431915,0.3925716805458069
4,95.3,91.5,0.2396736257314682,0.3578057646751403
5,95.92,91.55,0.2157082435131073,0.3384309163093567
6,96.44,92.0,0.1965015971660614,0.3170319504737854
7,97.27,93.0,0.1807394849061966,0.3033563857078552
8,97.68,93.4,0.1662472407341003,0.2879741282463073
9,97.96,93.35,0.1551208192825317,0.2821389491558075
10,98.18,93.5,0.1536180752754211,0.2791675229072571
