epoch,train_acc,test_acc,train_loss,test_loss
1,90.36,86.7,0.3849950714111328,0.4959445948600769
2,92.74,88.65,0.3202538102149963,0.4336143088340759
3,94.1,90.4,0.2756216939210891,0.3901297445297241
4,95.38,91.7,0.2376516211628913,0.354374828338623
5,96.0,92.15,0.2141807504177093,0.3355524363517761
6,96.66,91.9,0.1946476540803909,0.3153107755184173
7,97.36,92.85,0.1806549550533294,0.3024012122154236
8,97.69,93.55,0.1662608564376831,0.2865527007579803
9,97.95,93.25,0.1565594169616699,0.282091338634491
10,98.13,93.55,0.1542788460850715,0.2787278270721435
