epoch,train_acc,test_acc,train_loss,test_loss
1,89.89,85.7,0.6104347969055176,0.7368148679733276
2,92.77,88.85,0.5213462718963623,0.6413909788131714
3,94.11,90.0,0.4807540207862854,0.6015274806022644
4,95.14,91.45,0.44088782081604,0.5614681324958801
5,95.8,92.05,0.4146873681545258,0.5386169176101685
6,96.39,91.9,0.3984364470005035,0.5203971095085144
7,96.95,92.95,0.3822073165893555,0.5056940841674805
8,97.37,93.25,0.3755416075229645,0.4956156930923462
9,97.67,93.7,0.3589194380760193,0.4857631220817566
10,97.85,93.8,0.3601888885498047,0.4830882642269135
