epoch,train_acc,test_acc,train_loss,test_loss
1,90.46,86.8,0.3826643896579742,0.500778550863266
2,92.95,88.95,0.3156787926673889,0.4312993540763855
3,94.4,90.3,0.2706041471481323,0.3852953355312347
4,95.67,91.75,0.2331301276683807,0.3496223542690277
5,96.28,91.75,0.2109023116350174,0.3294966759681701
6,96.84,92.0,0.1928813868284225,0.3119913380146026
7,97.36,93.15,0.177917023217678,0.2981001069545745
8,97.81,93.7,0.1637810673356056,0.2836346583366394
9,98.06,93.7,0.1535641688823699,0.2780697832107544
10,98.32,93.85,0.1523372356414795,0.2766190664768219
