epoch,train_acc,test_acc,train_loss,test_loss
1,89.9,85.5,0.6121492159366607,0.7413288068771362
2,92.66,88.75,0.5211294086456298,0.6418142547607422
3,94.09,90.65,0.4801669004440307,0.6024062604904175
4,95.16,91.55,0.4401614737033844,0.5610077924728394
5,95.82,92.05,0.4155142004966736,0.5390107431411744
6,96.3,92.35,0.3972788679122925,0.5196602411270141
7,96.94,93.0,0.3827481252670288,0.5083070816993713
8,97.44,93.25,0.3777924278259277,0.4996733064651489
9,97.77,93.4,0.3608104084014892,0.4893098978996277
10,97.92,93.65,0.362559350156784,0.4879038906097412
