epoch,train_acc,test_acc,train_loss,test_loss
1,90.37,86.65,0.3850843310117721,0.5020138816833496
2,92.74,88.55,0.3185078553676605,0.4354248561859131
3,94.22,90.75,0.2728570415019989,0.3864318416118621
4,95.43,91.35,0.2355695643067359,0.3511942229270935
5,96.06,91.7,0.2126920963287353,0.3311567044258117
6,96.69,92.5,0.1937499190330505,0.3095477662086486
7,97.34,93.1,0.1793830691576004,0.2972535109519958
8,97.79,93.55,0.1647904737949371,0.2820705707073211
9,98.11,93.55,0.1540401438713073,0.276911107301712
10,98.26,94.15,0.1532326611638069,0.2745500769615173
