epoch,train_acc,test_acc,train_loss,test_loss
1,90.35,86.4,0.4645612623214721,0.5803846116065979
2,92.91,89.1,0.3863903303146362,0.4981227400302886
3,94.26,90.5,0.3429197745323181,0.4556224882602692
4,95.31,91.3,0.3038114946126938,0.4176220355033874
5,95.95,91.8,0.2798184414386749,0.3975305860042572
6,96.48,92.55,0.2617699903011322,0.3777774834632874
7,97.1,93.1,0.246148981642723,0.3651270914077759
8,97.65,93.6,0.2358991047859192,0.3520823431015014
9,97.89,93.85,0.2218350827693939,0.346409185886383
10,98.12,93.9,0.2230840376615524,0.3444539730548858
